"","BEA2002","NAICS2002_6d","NAICS2002_5d","NAICS2002_4d","NAICS2002_3d","NAICS2002_2d"
"895","4A0000","446120","44612","4461","446","44"
"896","4A0000","446130","44613","4461","446","44"
"897","4A0000","446191","44619","4461","446","44"
"898","4A0000","446199","44619","4461","446","44"
"899","4A0000","447110","44711","4471","447","44"
"900","4A0000","447190","44719","4471","447","44"
"901","4A0000","448110","44811","4481","448","44"
"902","4A0000","448120","44812","4481","448","44"
"903","4A0000","448130","44813","4481","448","44"
"904","4A0000","448140","44814","4481","448","44"
"905","4A0000","448150","44815","4481","448","44"
"906","4A0000","448190","44819","4481","448","44"
"907","4A0000","448210","44821","4482","448","44"
"908","4A0000","448310","44831","4483","448","44"
"909","4A0000","448320","44832","4483","448","44"
"910","4A0000","451110","45111","4511","451","45"
"911","4A0000","451120","45112","4511","451","45"
"912","4A0000","451130","45113","4511","451","45"
"913","4A0000","451140","45114","4511","451","45"
"914","4A0000","451211","45121","4512","451","45"
"915","4A0000","451212","45121","4512","451","45"
"916","4A0000","451220","45122","4512","451","45"
"917","4A0000","452111","45211","4521","452","45"
"918","4A0000","452112","45211","4521","452","45"
"919","4A0000","452910","45291","4529","452","45"
"920","4A0000","452990","45299","4529","452","45"
"921","4A0000","453110","45311","4531","453","45"
"922","4A0000","453210","45321","4532","453","45"
"923","4A0000","453220","45322","4532","453","45"
"924","4A0000","453310","45331","4533","453","45"
"925","4A0000","453910","45391","4539","453","45"
"926","4A0000","453920","45392","4539","453","45"
"927","4A0000","453930","45393","4539","453","45"
"928","4A0000","453991","45399","4539","453","45"
"929","4A0000","453998","45399","4539","453","45"
"930","4A0000","454111","45411","4541","454","45"
"931","4A0000","454112","45411","4541","454","45"
"932","4A0000","454113","45411","4541","454","45"
"933","4A0000","454311","45431","4543","454","45"
"934","4A0000","454312","45431","4543","454","45"
"935","4A0000","454319","45431","4543","454","45"
"936","4A0000","454390","45439","4543","454","45"
"937","481000","481111","48111","4811","481","48"
"938","481000","481112","48111","4811","481","48"
"939","481000","481211","48121","4812","481","48"
"940","481000","481212","48121","4812","481","48"
"941","481000","481219","48121","4812","481","48"
"942","482000","482111","48211","4821","482","48"
"943","482000","482112","48211","4821","482","48"
"944","483000","483111","48311","4831","483","48"
"945","483000","483112","48311","4831","483","48"
"946","483000","483113","48311","4831","483","48"
"947","483000","483114","48311","4831","483","48"
"948","483000","483211","48321","4832","483","48"
"949","483000","483212","48321","4832","483","48"
"950","484000","484110","48411","4841","484","48"
"951","484000","484121","48412","4841","484","48"
"952","484000","484122","48412","4841","484","48"
"953","484000","484210","48421","4842","484","48"
"954","484000","484220","48422","4842","484","48"
"955","484000","484230","48423","4842","484","48"
"956","485000","485111","48511","4851","485","48"
"957","485000","485112","48511","4851","485","48"
"958","485000","485113","48511","4851","485","48"
"959","485000","485119","48511","4851","485","48"
"960","485000","485210","48521","4852","485","48"
"961","485000","485310","48531","4853","485","48"
"962","485000","485320","48532","4853","485","48"
"963","485000","485410","48541","4854","485","48"
"964","485000","485510","48551","4855","485","48"
"965","485000","485991","48599","4859","485","48"
"966","485000","485999","48599","4859","485","48"
"967","486000","486110","48611","4861","486","48"
"968","486000","486210","48621","4862","486","48"
"969","486000","486910","48691","4869","486","48"
"970","486000","486990","48699","4869","486","48"
"971","48A000","487110","48711","4871","487","48"
"972","48A000","487210","48721","4872","487","48"
"973","48A000","487990","48799","4879","487","48"
"974","48A000","488111","48811","4881","488","48"
"975","48A000","488119","48811","4881","488","48"
"976","48A000","488190","48819","4881","488","48"
"977","48A000","488210","48821","4882","488","48"
"978","48A000","488310","48831","4883","488","48"
"979","48A000","488320","48832","4883","488","48"
"980","48A000","488330","48833","4883","488","48"
"981","48A000","488390","48839","4883","488","48"
"982","48A000","488410","48841","4884","488","48"
"983","48A000","488490","48849","4884","488","48"
"984","48A000","488510","48851","4885","488","48"
"985","48A000","488991","48899","4889","488","48"
"986","48A000","488999","48899","4889","488","48"
"987","492000","492110","49211","4921","492","49"
"988","492000","492210","49221","4922","492","49"
"989","493000","493110","49311","4931","493","49"
"990","493000","493120","49312","4931","493","49"
"991","493000","493130","49313","4931","493","49"
"992","493000","493190","49319","4931","493","49"
"993","511110","511110","51111","5111","511","51"
"994","511120","511120","51112","5111","511","51"
"995","511130","511130","51113","5111","511","51"
"996","5111A0","511140","51114","5111","511","51"
"997","5111A0","511191","51119","5111","511","51"
"998","5111A0","511199","51119","5111","511","51"
"999","511200","511210","51121","5112","511","51"
"1000","512100","512110","51211","5121","512","51"
"1001","512100","512120","51212","5121","512","51"
"1002","512100","512131","51213","5121","512","51"
"1003","512100","512132","51213","5121","512","51"
"1004","512100","512191","51219","5121","512","51"
"1005","512100","512199","51219","5121","512","51"
"1006","512200","512210","51221","5122","512","51"
"1007","512200","512220","51222","5122","512","51"
"1008","512200","512230","51223","5122","512","51"
"1009","512200","512240","51224","5122","512","51"
"1010","512200","512290","51229","5122","512","51"
"1011","515100","515111","51511","5151","515","51"
"1012","515100","515112","51511","5151","515","51"
"1013","515100","515120","51512","5151","515","51"
"1014","515200","515210","51521","5152","515","51"
"1015","516110","516110","51611","5161","516","51"
"1016","517000","517110","51711","5171","517","51"
"1017","517000","517211","51721","5172","517","51"
"1018","517000","517212","51721","5172","517","51"
"1019","517000","517310","51731","5173","517","51"
"1020","517000","517410","51741","5174","517","51"
"1021","517000","517510","51751","5175","517","51"
"1022","517000","517910","51791","5179","517","51"
"1023","518100","518111","51811","5181","518","51"
"1024","518100","518112","51811","5181","518","51"
"1025","518200","518210","51821","5182","518","51"
"1026","519100","519110","51911","5191","519","51"
"1027","519100","519120","51912","5191","519","51"
"1028","519100","519190","51919","5191","519","51"
"1029","52A000","521110","52111","5211","521","52"
"1030","52A000","522110","52211","5221","522","52"
"1031","52A000","522120","52212","5221","522","52"
"1032","52A000","522130","52213","5221","522","52"
"1033","52A000","522190","52219","5221","522","52"
"1034","522A00","522210","52221","5222","522","52"
"1035","522A00","522220","52222","5222","522","52"
"1036","522A00","522291","52229","5222","522","52"
"1037","522A00","522292","52229","5222","522","52"
"1038","522A00","522293","52229","5222","522","52"
"1039","522A00","522294","52229","5222","522","52"
"1040","522A00","522298","52229","5222","522","52"
"1041","522A00","522310","52231","5223","522","52"
"1042","522A00","522320","52232","5223","522","52"
"1043","522A00","522390","52239","5223","522","52"
"1044","523000","523110","52311","5231","523","52"
"1045","523000","523120","52312","5231","523","52"
"1046","523000","523130","52313","5231","523","52"
"1047","523000","523140","52314","5231","523","52"
"1048","523000","523210","52321","5232","523","52"
"1049","523000","523910","52391","5239","523","52"
"1050","523000","523920","52392","5239","523","52"
"1051","523000","523930","52393","5239","523","52"
"1052","523000","523991","52399","5239","523","52"
"1053","523000","523999","52399","5239","523","52"
"1054","524100","524113","52411","5241","524","52"
"1055","524100","524114","52411","5241","524","52"
"1056","524100","524126","52412","5241","524","52"
"1057","524100","524127","52412","5241","524","52"
"1058","524100","524128","52412","5241","524","52"
"1059","524100","524130","52413","5241","524","52"
"1060","524200","524210","52421","5242","524","52"
"1061","524200","524291","52429","5242","524","52"
"1062","524200","524292","52429","5242","524","52"
"1063","524200","524298","52429","5242","524","52"
"1064","525000","525110","52511","5251","525","52"
"1065","525000","525120","52512","5251","525","52"
"1066","525000","525190","52519","5251","525","52"
"1067","525000","525910","52591","5259","525","52"
"1068","525000","525920","52592","5259","525","52"
"1069","525000","525930","52593","5259","525","52"
"1070","525000","525990","52599","5259","525","52"
"1071","531000","531110","53111","5311","531","53"
"1072","531000","531120","53112","5311","531","53"
"1073","531000","531130","53113","5311","531","53"
"1074","531000","531190","53119","5311","531","53"
"1075","531000","531210","53121","5312","531","53"
"1076","531000","531311","53131","5313","531","53"
"1077","531000","531312","53131","5313","531","53"
"1078","531000","531320","53132","5313","531","53"
"1079","531000","531390","53139","5313","531","53"
"1080","532100","532210","53221","5322","532","53"
"1081","532100","532220","53222","5322","532","53"
"1082","532100","532230","53223","5322","532","53"
"1083","532100","532291","53229","5322","532","53"
"1084","532100","532292","53229","5322","532","53"
"1085","532100","532299","53229","5322","532","53"
"1086","532A00","532210","53221","5322","532","53"
"1087","532A00","532220","53222","5322","532","53"
"1088","532A00","532291","53229","5322","532","53"
"1089","532A00","532292","53229","5322","532","53"
"1090","532A00","532299","53229","5322","532","53"
"1091","532A00","532310","53231","5323","532","53"
"1092","532230","532230","53223","5322","532","53"
"1093","532400","532411","53241","5324","532","53"
"1094","532400","532412","53241","5324","532","53"
"1095","532400","532420","53242","5324","532","53"
"1096","532400","532490","53249","5324","532","53"
"1097","533000","533110","53311","5331","533","53"
"1098","541100","541110","54111","5411","541","54"
"1099","541100","541120","54112","5411","541","54"
"1100","541100","541191","54119","5411","541","54"
"1101","541100","541199","54119","5411","541","54"
"1102","541200","541211","54121","5412","541","54"
"1103","541200","541213","54121","5412","541","54"
"1104","541200","541214","54121","5412","541","54"
"1105","541200","541219","54121","5412","541","54"
"1106","541300","541310","54131","5413","541","54"
"1107","541300","541320","54132","5413","541","54"
"1108","541300","541330","54133","5413","541","54"
"1109","541300","541340","54134","5413","541","54"
"1110","541300","541350","54135","5413","541","54"
"1111","541300","541360","54136","5413","541","54"
"1112","541300","541370","54137","5413","541","54"
"1113","541300","541380","54138","5413","541","54"
"1114","541400","541410","54141","5414","541","54"
"1115","541400","541420","54142","5414","541","54"
"1116","541400","541430","54143","5414","541","54"
"1117","541400","541490","54149","5414","541","54"
"1118","541511","541511","54151","5415","541","54"
"1119","541512","541512","54151","5415","541","54"
"1120","54151A","541513","54151","5415","541","54"
"1121","54151A","541519","54151","5415","541","54"
"1122","541610","541611","54161","5416","541","54"
"1123","541610","541612","54161","5416","541","54"
"1124","541610","541613","54161","5416","541","54"
"1125","541610","541614","54161","5416","541","54"
"1126","541610","541618","54161","5416","541","54"
"1127","5416A0","541620","54162","5416","541","54"
"1128","5416A0","541690","54169","5416","541","54"
"1129","541700","541710","54171","5417","541","54"
"1130","541700","541720","54172","5417","541","54"
"1131","541800","541810","54181","5418","541","54"
"1132","541800","541820","54182","5418","541","54"
"1133","541800","541830","54183","5418","541","54"
"1134","541800","541840","54184","5418","541","54"
"1135","541800","541850","54185","5418","541","54"
"1136","541800","541860","54186","5418","541","54"
"1137","541800","541870","54187","5418","541","54"
"1138","541800","541890","54189","5418","541","54"
"1139","5419A0","541910","54191","5419","541","54"
"1140","5419A0","541930","54193","5419","541","54"
"1141","5419A0","541990","54199","5419","541","54"
"1142","541920","541921","54192","5419","541","54"
"1143","541920","541922","54192","5419","541","54"
"1144","541940","541940","54194","5419","541","54"
"1145","550000","551111","55111","5511","551","55"
"1146","550000","551112","55111","5511","551","55"
"1147","550000","551114","55111","5511","551","55"
"1148","561100","561110","56111","5611","561","56"
"1149","561200","561210","56121","5612","561","56"
"1150","561400","561410","56141","5614","561","56"
"1151","561400","561421","56142","5614","561","56"
"1152","561400","561422","56142","5614","561","56"
"1153","561400","561431","56143","5614","561","56"
"1154","561400","561439","56143","5614","561","56"
"1155","561400","561440","56144","5614","561","56"
"1156","561400","561450","56145","5614","561","56"
"1157","561400","561491","56149","5614","561","56"
"1158","561400","561492","56149","5614","561","56"
"1159","561400","561499","56149","5614","561","56"
"1160","561600","561611","56161","5616","561","56"
"1161","561600","561612","56161","5616","561","56"
"1162","561600","561613","56161","5616","561","56"
"1163","561600","561621","56162","5616","561","56"
"1164","561600","561622","56162","5616","561","56"
"1165","561700","561710","56171","5617","561","56"
"1166","561700","561720","56172","5617","561","56"
"1167","561700","561730","56173","5617","561","56"
"1168","561700","561740","56174","5617","561","56"
"1169","561700","561790","56179","5617","561","56"
"1170","561900","561910","56191","5619","561","56"
"1171","561900","561920","56192","5619","561","56"
"1172","561900","561990","56199","5619","561","56"
"1173","561300","561310","56131","5613","561","56"
"1174","561300","561320","56132","5613","561","56"
"1175","561300","561330","56133","5613","561","56"
"1176","561500","561510","56151","5615","561","56"
"1177","561500","561520","56152","5615","561","56"
"1178","561500","561591","56159","5615","561","56"
"1179","561500","561599","56159","5615","561","56"
"1180","562000","562111","56211","5621","562","56"
"1181","562000","562112","56211","5621","562","56"
"1182","562000","562119","56211","5621","562","56"
"1183","562000","562211","56221","5622","562","56"
"1184","562000","562212","56221","5622","562","56"
"1185","562000","562213","56221","5622","562","56"
"1186","562000","562219","56221","5622","562","56"
"1187","562000","562910","56291","5629","562","56"
"1188","562000","562920","56292","5629","562","56"
"1189","562000","562991","56299","5629","562","56"
"1190","562000","562998","56299","5629","562","56"
"1191","611100","611110","61111","6111","611","61"
"1192","611A00","611210","61121","6112","611","61"
"1193","611A00","611310","61131","6113","611","61"
"1194","611B00","611410","61141","6114","611","61"
"1195","611B00","611420","61142","6114","611","61"
"1196","611B00","611430","61143","6114","611","61"
"1197","611B00","611511","61151","6115","611","61"
"1198","611B00","611512","61151","6115","611","61"
"1199","611B00","611513","61151","6115","611","61"
"1200","611B00","611519","61151","6115","611","61"
"1201","611B00","611610","61161","6116","611","61"
"1202","611B00","611620","61162","6116","611","61"
"1203","611B00","611630","61163","6116","611","61"
"1204","611B00","611691","61169","6116","611","61"
"1205","611B00","611692","61169","6116","611","61"
"1206","611B00","611699","61169","6116","611","61"
"1207","611B00","611710","61171","6117","611","61"
"1208","621A00","621111","62111","6211","621","62"
"1209","621A00","621112","62111","6211","621","62"
"1210","621A00","621210","62121","6212","621","62"
"1211","621A00","621310","62131","6213","621","62"
"1212","621A00","621320","62132","6213","621","62"
"1213","621A00","621340","62134","6213","621","62"
"1214","621A00","621391","62139","6213","621","62"
"1215","621A00","621399","62139","6213","621","62"
"1216","621B00","621410","62141","6214","621","62"
"1217","621B00","621420","62142","6214","621","62"
"1218","621B00","621491","62149","6214","621","62"
"1219","621B00","621492","62149","6214","621","62"
"1220","621B00","621493","62149","6214","621","62"
"1221","621B00","621498","62149","6214","621","62"
"1222","621B00","621511","62151","6215","621","62"
"1223","621B00","621512","62151","6215","621","62"
"1224","621B00","621910","62191","6219","621","62"
"1225","621B00","621991","62199","6219","621","62"
"1226","621B00","621999","62199","6219","621","62"
"1227","621600","621610","62161","6216","621","62"
"1228","622000","622110","62211","6221","622","62"
"1229","622000","622210","62221","6222","622","62"
"1230","622000","622310","62231","6223","622","62"
"1231","623000","623110","62311","6231","623","62"
"1232","623000","623210","62321","6232","623","62"
"1233","623000","623220","62322","6232","623","62"
"1234","623000","623311","62331","6233","623","62"
"1235","623000","623312","62331","6233","623","62"
"1236","623000","623990","62399","6239","623","62"
"1237","624A00","624110","62411","6241","624","62"
"1238","624A00","624120","62412","6241","624","62"
"1239","624A00","624190","62419","6241","624","62"
"1240","624200","624210","62421","6242","624","62"
"1241","624200","624221","62422","6242","624","62"
"1242","624200","624229","62422","6242","624","62"
"1243","624200","624230","62423","6242","624","62"
"1244","624200","624310","62431","6243","624","62"
"1245","624400","624410","62441","6244","624","62"
"1246","711100","711110","71111","7111","711","71"
"1247","711100","711120","71112","7111","711","71"
"1248","711100","711130","71113","7111","711","71"
"1249","711100","711190","71119","7111","711","71"
"1250","711200","711211","71121","7112","711","71"
"1251","711200","711212","71121","7112","711","71"
"1252","711200","711219","71121","7112","711","71"
"1253","711A00","711310","71131","7113","711","71"
"1254","711A00","711320","71132","7113","711","71"
"1255","711A00","711410","71141","7114","711","71"
"1256","711500","711510","71151","7115","711","71"
"1257","712000","712110","71211","7121","712","71"
"1258","712000","712120","71212","7121","712","71"
"1259","712000","712130","71213","7121","712","71"
"1260","712000","712190","71219","7121","712","71"
"1261","713A00","713110","71311","7131","713","71"
"1262","713A00","713120","71312","7131","713","71"
"1263","713A00","713210","71321","7132","713","71"
"1264","713A00","713290","71329","7132","713","71"
"1265","713B00","713910","71391","7139","713","71"
"1266","713B00","713920","71392","7139","713","71"
"1267","713B00","713930","71393","7139","713","71"
"1268","713B00","713990","71399","7139","713","71"
"1269","713940","713940","71394","7139","713","71"
"1270","713950","713950","71395","7139","713","71"
"1271","7211A0","721110","72111","7211","721","72"
"1272","7211A0","721120","72112","7211","721","72"
"1273","721A00","721191","72119","7211","721","72"
"1274","721A00","721199","72119","7211","721","72"
"1275","721A00","721211","72121","7212","721","72"
"1276","721A00","721214","72121","7212","721","72"
"1277","721A00","721310","72131","7213","721","72"
"1278","722000","722110","72211","7221","722","72"
"1279","722000","722211","72221","7222","722","72"
"1280","722000","722212","72221","7222","722","72"
"1281","722000","722213","72221","7222","722","72"
"1282","722000","722310","72231","7223","722","72"
"1283","722000","722320","72232","7223","722","72"
"1284","722000","722330","72233","7223","722","72"
"1285","722000","722410","72241","7224","722","72"
"1286","8111A0","811111","81111","8111","811","81"
"1287","8111A0","811112","81111","8111","811","81"
"1288","8111A0","811113","81111","8111","811","81"
"1289","8111A0","811118","81111","8111","811","81"
"1290","8111A0","811121","81112","8111","811","81"
"1291","8111A0","811122","81112","8111","811","81"
"1292","8111A0","811191","81119","8111","811","81"
"1293","8111A0","811198","81119","8111","811","81"
"1294","811192","811192","81119","8111","811","81"
"1295","811200","811211","81121","8112","811","81"
"1296","811200","811212","81121","8112","811","81"
"1297","811200","811213","81121","8112","811","81"
"1298","811200","811219","81121","8112","811","81"
"1299","811300","811310","81131","8113","811","81"
"1300","811400","811411","81141","8114","811","81"
"1301","811400","811412","81141","8114","811","81"
"1302","811400","811420","81142","8114","811","81"
"1303","811400","811430","81143","8114","811","81"
"1304","811400","811490","81149","8114","811","81"
"1305","812100","812111","81211","8121","812","81"
"1306","812100","812112","81211","8121","812","81"
"1307","812100","812113","81211","8121","812","81"
"1308","812100","812191","81219","8121","812","81"
"1309","812100","812199","81219","8121","812","81"
"1310","812200","812210","81221","8122","812","81"
"1311","812200","812220","81222","8122","812","81"
"1312","812300","812310","81231","8123","812","81"
"1313","812300","812320","81232","8123","812","81"
"1314","812300","812331","81233","8123","812","81"
"1315","812300","812332","81233","8123","812","81"
"1316","812900","812910","81291","8129","812","81"
"1317","812900","812921","81292","8129","812","81"
"1318","812900","812922","81292","8129","812","81"
"1319","812900","812930","81293","8129","812","81"
"1320","812900","812990","81299","8129","812","81"
"1321","813100","813110","81311","8131","813","81"
"1322","813A00","813211","81321","8132","813","81"
"1323","813A00","813212","81321","8132","813","81"
"1324","813A00","813219","81321","8132","813","81"
"1325","813A00","813311","81331","8133","813","81"
"1326","813A00","813312","81331","8133","813","81"
"1327","813A00","813319","81331","8133","813","81"
"1328","813B00","813410","81341","8134","813","81"
"1329","813B00","813910","81391","8139","813","81"
"1330","813B00","813920","81392","8139","813","81"
"1331","813B00","813930","81393","8139","813","81"
"1332","813B00","813940","81394","8139","813","81"
"1333","813B00","813990","81399","8139","813","81"
"1334","814000","814110","81411","8141","814","81"
"1335","491000","491110","49111","4911","491","49"
